,Review,ratings
1368,"Very good app. In this lockdown period I urgently required to consult a specialist doctor. With crossed fingers, I started using it. Found a very helpful docter. My problem was sorted in just one chat. Thanks Practo!",Rated 5 stars out of five stars
1369,"The search button for my location is difficult to find, it may be due to location and technical error. The problem was solved thanks.",Rated 3 stars out of five stars
1370,Very pathetic service. I was contacting you to stop autopay. Your team did not find the acount details and still the payment deducted automatically for this month as well.,Rated 1 stars out of five stars
1371,It's not helpful at all. You share the concern with the doctor about being confused by different medical solutions by different doctors but the doctors here are not that helpful either. Better to see a doctor personally than wasting time here by online doctors.,Rated 1 stars out of five stars
1372,Guys never login to practo bcoz they are cheater. They have a option where as your debit or credit card will deduct the amount automatically and you don't have any option to call any customer support. They are cheater. If they have zero rating I could have give zero but there is no option to give zero since I have given rating 1.,Rated 1 stars out of five stars
1373,"App is really bad. Although I paid for a video consultation, the app would not connect and finally I consulted with the doctor independently on a whatsapp call outside the app. This has happened repeatedly.",Rated 1 stars out of five stars
1374,"Third class service. First they have good delivery charges. Secondly they took the orders, confirmed on the call and next day they say it's unavailable.",Rated 1 stars out of five stars
1375,"The information of doctors are not correct, have been trying to call for more than two hours it's ringing but no one bothers to pick up the call. This is pathetic. There is no instant help from App Admin too!! Not happy!!!",Rated 1 stars out of five stars
1376,"Worst app ever, you book a consultation, they charge you for that, and that consultation never happens. That happened multiple times. Finally contacted the same doctor by other means and been told that they do not provide consultation on practo app. Its a fraud. Real fun is you can not contact practo representatives to complain or for a refund. Not even through their in-app help center.",Rated 1 stars out of five stars
1377,"Very bad customer support. Health care is a critical business, If you delay tests even by a day. It can have unwanted outcome. Lab technician collects sample, but support says your lab test has been cancelled and can be scheduled only after 2 days. Worse experience.",Rated 1 stars out of five stars
1378,"The practo app is very good, it is treated in a good way and responds quickly, all kinds of diseases are treated here and the treatment is also done in a good way, of course it is very nice, everyone should take advantage of this app ..!",Rated 5 stars out of five stars
1379,Most of the doctors listed are mostly unavailable And when you book appointments and try calling up the clinic it says you have called out of business hours though call was made at 4pm. Guess going by mouth reference is better than wasting time out here.,Rated 1 stars out of five stars
1380,Bad experience. Wanted to talk to an urologist. I was given a wrong specialist. Then the doctor simply asked to talk to customer-care. And hung up abruptly. I could not get a refund too. No further help.,Rated 1 stars out of five stars
1381,"Installed after seeing ads. But it's not a good app. Customer service will give you diplomatic answers. When someone is on a medical app, it's serious. But... Simply uninstalled after the first conversation.",Rated 1 stars out of five stars
1382,Horrible delivery timings. Do not attempt to order urgent medicines from here. They'll also change the quantities or cancel a part of your order after you have paid and confirmed. Try some other apps and compare the delivery. Overall everyone gives the same discounts.,Rated 1 stars out of five stars
1383,Very convinient to find the doctor's near your area and check the reviews before taking appointment..practo support is very good.. they feel responsible and reply on emails .. honestly I like it forward others to use such a good platform..,Rated 5 stars out of five stars
1384,"I bought Practo plus and unlike what is mentioned in the plan, doctor was appointed late.. and similar to a robot, replying to connect in 5 mins from last 31 mins. Hope I can give ZERO star to the app, after spending money and getting such a poor service.",Rated 1 stars out of five stars
1385,"Helped in so many occasions! From booking appointments to online consultations for small problems. This is a true technological advancement that we have these facilities now. Just one issue I noticed, that is the cost of online consultation slowly going higher and higher.",Rated 5 stars out of five stars
1386,"Disastrous. The confirmed on line appointment with an orthopedic doctor highly rated on their site. The doctor with active status, kept us waiting for the entire slot duration and then cancelled the appointment. With such reliability, or rather absence of it, how are they allowed to operate in healthcare space ?",Rated 1 stars out of five stars
1387,Great app with all medical professionals at one stop. A great save of time and travel. Specially when urself is positive with virus. Kudos to the team who has put this together.,Rated 5 stars out of five stars
1388,Pathetic experience. They take the money before assigning any consultant and they keep us waiting (hanging) by assigning some random person who is not even available for consultation. Wasted 2 crucial hours waiting on this app. Would have given 0 star if that was an option.,Rated 1 stars out of five stars
1389,"Hi , My rating would be zero . Worst service . Kindly do not buy practo plus plans . They call you 10 times when they need to sell the plan. After that if i request for call back they have only chat support and that person is not capable to answer anything . Payments are rejected and very less doctors in cashless.",Rated 1 stars out of five stars
1390,Extremely poor service. Sometimes doctors are not responsive and you will not get any support from the Help Center team though I subscribed to Health Plus membership. I will never recommend Practo to anyone.,Rated 1 stars out of five stars
1391,Good that keeping the patient medical history records at one place where any doctor visited can have a look and provide the precise medicine. But still needs this app to be improved.,Rated 4 stars out of five stars
1392,"Very poor services, my request for general physician was routed wrongly and they charged me for the services that I never availed. They don't have a way to track whether the service is availed or not, they just go the doctors acknowledgement.",Rated 1 stars out of five stars
1393,"Pathetic service. Why can't u allow us to chose doctor. U urself chose doctor for us, irrespective whether he has adequate experience or not. If u make an app, it should be for facilitating people to have access to better doctor, rather than earning money by giving doctor by it choice. Such a shame. Highly disappointed.",Rated 1 stars out of five stars
1394,"The girls sitting on S V care polyclinic are so rude and unprofessional. This one of the major drawback of clinic to gain more patient attention. Doctors are very nice and good, but now a days do not feel like passing through appointment and other formalities through those rude and arrogant girls sitting on the reception.",Rated 1 stars out of five stars
1395,"Worst app and worst customer support, my order for medicine got cancelled saying I would need to provide the prescription. But I had uploaded the prescription given by practo app doctor only which was not visible for them. The amount also will get refund after 4 to 5 days. Worst app never order medicine here the customer support of bot is better than practos human support.",Rated 1 stars out of five stars
1396,"Worst application, donot suggest. Practo said doc is available and I could book my appointment. But after reaching clinic they said doc is on leave for last few days. Wow..practo is not even knowing if the doc is available or not..what a worst app",Rated 1 stars out of five stars
1397,Horrible experience. The app confirmed my appointment with the doctor but I wasted more than an hour of mine by commuting to the hospital just to discover that the doctor is on leave for a week.,Rated 1 stars out of five stars
1398,"Booked an online consultation for parents. Gave their number as patient's number since I was in another city. But got the call on my number from practo and couldn't connect even once on pick up. Even after sharing my parents number, the doctor wasn't allowed to call. In total, wasted 1000 rupees for nothing and our time. No way to share such payment related feedback on the app.",Rated 2 stars out of five stars
1399,I really love the idea of practo.. Kudos to the team and it's really easy to book a appointment without struggling with the clinic number. Keep up the good work...,Rated 4 stars out of five stars
1400,no response from the doctor. I work in night shift n and I have been suffering from bad tooth ache. didn't even respond to messages n didn't reschedule the consultation n didn't even provide a name of a single medicine though I had paid fees up-front. I m going to consult someone else. refund my money . pathetic service. won't recommend this doc or app . reached out to the doctor n used the app for first time due to these hard times in pandemic and it was useless . very unhappy.,Rated 1 stars out of five stars
1401,Purchased practo plus service for a month but everytime i try to connect to chat it again asks for payment. This is not acceptable and the app neve downloads. It keeps telling waiting foe download..,Rated 1 stars out of five stars
1402,Great experience as there's availability of doctors whenever you need. Great help during tough times. Easy interface to navigate,Rated 5 stars out of five stars
1403,Very worst service..I purchased 1500 package for family and even in my first appointment I am not able to upload the report...I am chatting with doctor and he ask for report..I tried almost 20 min but even after sending the file ..the file are not uploading..what a rubbish and useless app..it's just frustrating and wasting money..one suggestion just don't develop app by yourself hire a good software engineer.....lootere sale,Rated 1 stars out of five stars
1404,"We all have some complications that we ignore or are in denial about that will develop into a much bigger problem later. With the help of services like this we can benefit hugely, doctors are very patient with us and with follow up chats, clear all our doubts leading to a much better experience. Highly recommended it.",Rated 5 stars out of five stars
1405,"very bad experience with practo. Booked the appointment but not confirmed, when i called to customer care executive told me to directly call to hospital and confirm. If i have to do so then what is the use if this app.",Rated 1 stars out of five stars
1406,App Is great for blood tests but please fix your google pay. It's not working and should not be asking for setup while on my phone it is set up and works perfect with other apps other than practo.,Rated 3 stars out of five stars
1407,I have ordered medicines and my order is cancelled. And the app shows message that the user has cancelled. But I haven't cancelled my order. I have purchased medicine first time and it's the worst experience.,Rated 1 stars out of five stars
1408,Misleading details. Your app shows doctor is available and will visit but when i went there to the hospital the staff said hez on leave. No update at all.. I would not recomend to those who will chck this for people who are traveling for emergency. Uninstalling..!!!,Rated 1 stars out of five stars
1409,"This app doesn't allow to search for hospitals or doctors....is it because of my region(Mysore) or a bif flaw in app. Once I open the app, it is filled with offers....so cluttered it doesn't allow to find required information",Rated 1 stars out of five stars
1410,"This app is almost impossible to use, if you disable the location access. I don't know why this app needs gps access, there is option to manually enter the city/location then why?",Rated 1 stars out of five stars
1411,Highly disappointed with the service . Medicine I ordered in the app ..half of the medicine was not there...no call nothing ..to get a understanding if I want to continue with the order ...very disappointing service..even the chat service is extremely slow ..in reverting .. totally disappointed ..overall,Rated 1 stars out of five stars
1412,"Very useful and easy app. However only 1 thing, the app do not allow us to select from the online doctors available. The app selects the doctor for you.",Rated 4 stars out of five stars
1413,Bad quality of online consultation. The video call keeps hanging and shows 'reconnecting' . Had a bad experience with the video consultation. Doctor was good but the app is bad,Rated 2 stars out of five stars
1414,Most of the function of this app does not work like appointment history and medical resords. Then what is the use of this app. I ask help center and they are not able to resolve the issue.,Rated 1 stars out of five stars
1415,"They say they provide with 7 days free follow up after you book your consultation with a doctor. I paid for a consultation and when I texted the doctor for further follow up he didn't reply to me and the call option was also not valid for no reason. Ultimately it means that they want you to pay again if you want to solve your queries regarding your ongoing treatment and what if after that they allot you a different doctor? Waste of money and waste of time, you can't even select the Dr you want.",Rated 2 stars out of five stars
1416,"Worst app, whenever try to connect ,a msg display, this almost never happens.. And this is happening each time m trying to connect..",Rated 1 stars out of five stars
1417,Very Impressed. Good for doctors and patients both. Very easy book appointments instead of calls and follow-ups.,Rated 5 stars out of five stars
1418,There is no option to book an appointment in the latest version. The very basic functionality for which this app was created is now missing. Uninstalling,Rated 1 stars out of five stars
1419,Very useful app to book an appointment of available doctors. Very simple & easy to operate. Satisfied.,Rated 5 stars out of five stars
1420,Big scam. The doctor just stopped replying after 2 mins and doesn't take call also. If you click on help.. The app just crashes. My money is deducted too. Complete frauds and nothing else.. Stay away from this app.,Rated 1 stars out of five stars
1421,Really convenient app 👍 you can use it any time any where ... it's one app that u should have in your phone. This app really work for me I hope it will work for you guys as well ..,Rated 5 stars out of five stars
1422,"Opening chat window takes alot of time.. app is slow in performance. No doctors show up for Video call, they prefer voice calls",Rated 3 stars out of five stars
1423,"Doctor consulting is ok and good, but medicine delivery is poor and it take more than a day and still the medicines are not out for delivery. Medicine are essential products and this delay is not acceptable. Before starting this service these problem should be addressed. As a whole very poor medicine services.",Rated 1 stars out of five stars
1424,practo is giving the best platform for resolving the diseased state of any patient and have direct way to talk with the health care professional.It is very easiest way to connect and solve problem . thanks practo .It's very convenient rather than waiting in line. practo is easy to use and anyone can join it . thank you,Rated 5 stars out of five stars
1425,very bad. this is my 3rd time. booked for video call but that never happened. rotten system so far as video calling feature is concerned,Rated 2 stars out of five stars
1426,Very poor application. I couldn't even make a payment using it. Very poorly developed by amateur developers. I don't think I have used any such poorly developed application than this. Please hire professional developers.,Rated 1 stars out of five stars
1427,Every order item gets cancelled. Prices changes at time of dispatch. Frustating experience. I am dumpling the app,Rated 1 stars out of five stars
1428,"Very bad experience, booked an appointment with a gynecologist and not want to disclose her name but feel very angry on her, she suggested a medicine and close this chat saying that priscribtion has been completed but due to some confusion I msg her again n again but not get any revert so my money has gone in water If this app provides me the rating below 1 I will definitely give rating on zero And I personally suggest to everyone plz don't go through online consultation it's waist of money",Rated 1 stars out of five stars
1429,Application wise and consultancy services are good but few features needs upgradation and during covid season I wanted to order general medicine but it asks prescription. Atleast in this kind of situation they have to give relaxation for general medicines.,Rated 2 stars out of five stars
1430,"Not showing my location ,which is 'kozhikode'.But available in browser.It not detecting location automatically. previous update also have same issue...Please fix it",Rated 4 stars out of five stars
1431,"Really disappointed, I got 4 yrs experienced doctor who had no idea about the tablet which I told him .. I wanted to take a second consultation thru this app .. but it was a very terrific experience.. I lost ₹399+149..",Rated 2 stars out of five stars
1432,"Consultation is for namesake only. Doctors won't show interest in understanding patient problem. All consultations end less than a minute. It is never alternative for direct consultations. You can't consult specific doctor, randomly picks everytime. Very worst experience. Never recommend.",Rated 1 stars out of five stars
1433,I was asked to call the clinic to check if they are open. I did that. Spoke to them and even confirmed if the particular doctor I wanted to consult with was available. They confirmed and when when I go all the way to the clinic I find out hes on leave! Terrible experience. Uninstalling the app!,Rated 1 stars out of five stars
1434,Before confirmation of appointment with doctor they ask you to pay the fees. I paid fees but I didn't get any appointments. Appointment status is unsuccessful. It has been two days refund is not received by me.,Rated 1 stars out of five stars
1435,"Y I'm giving 1 star is, due to app is very slow. And selection of doctors it is visible but after payment doctors selection is no more option and it directly select the doctor and we have to consult whom ever he is.. Really today was my frst consultation after 1 yr gap in practo but its not worth..",Rated 1 stars out of five stars
1436,"Poor and non relevant doctors and hospitals shown, may be these hospitals are paying practo. Importantly, there was no relevant results. Since I know my area from so many years and I know there are many relevant doctors. Please don't use this app for finding doctors at all.",Rated 1 stars out of five stars
1437,No particular doctor assigned. Only changing your doctor after 7 days is not a good option. No reply by doctor in follow up. If I am taking treatment from a particular doctor then why I am not able to consult same doctor again. also feedback option for doctors is not working.,Rated 2 stars out of five stars
1438,"Even though my location services is on and my phone detecting my location correctly, this app keeps saying that Practo doesn't serve In my city. I'm staying at the heart of Bangalore!!",Rated 3 stars out of five stars
1439,This rating is more than they deserved. Poor service. If you even want to try this app please go for COD(don't take risk with your hard earned money). Their chat box service is extremely poor they always ask for order I'd but do nothing. After 5 days of expected delivery date product is still not delivered. Please try other app they are much much better than this. Highly Disappointed 🙁,Rated 1 stars out of five stars
1440,"The app is manipulating with patient feedback about doctors. It is very difficult to find the negative reviews because the app is designed such way. Recently I wrote a negative review about a psychologist but when Practo published my review, they put '*' in such places that now the review looks rather positive. I was shocked! Apart from the 'thumbs down' icon, now there are all positive points in my review. So beware users! And be more cautious when you see a lot of '*' in a doctor's review!",Rated 1 stars out of five stars
1441,App is not working... I took a paid online consultation... Chat conversation is not loading and doctor is not available to give my prescription... There is not customer support as well to help... Very disappointed with the application.,Rated 1 stars out of five stars
1442,"Never take the option of chatting with a doctor... I tried the app to chat with a doctor and get medicines, the medicines recommended are general medications and in no way can cure ny problem. Waste of money.",Rated 1 stars out of five stars
1443,Where did they placed review option. Need to work with app guys make it little friendly . Add some flexibility like adding and viewing reviews before i make any online consultation. If possible allow the option to meet with specific doctor not that you assign randomly.,Rated 1 stars out of five stars
1444,"Very poor experience. Neither is doctor bothered to reply to some query nor does practo's one week free feedback service work. Despite repeated messages, nobody bothered to respond. Highly avoidable App. Better to consult local doctors.",Rated 1 stars out of five stars
1445,"3-4 yrs back when I, when I downloaded this app it was a great app but now no response from the doctors no views of the questions and no help from support so I think a great app has lost the credibility and its charm I think they need to work hard to get back its dignity thanks I think they can do it",Rated 1 stars out of five stars
1446,"Thanks to practo my mother's leg is healed. She was not able to walk so I could not take her to the hospital. Turns out it was a muscle spasm only, which the doctor clarified over call. He prescribed some medicine and it worked effectively. Will be booking follow up sessions soon.",Rated 5 stars out of five stars
1447,"Good customer services, Experienced doctors. And Best part I found the discount on medicines. It was really awesome as compare to other platforms.",Rated 5 stars out of five stars
1448,Why don't you show the language spoken by doctor while booking. Atleast I don't find the information during my app journey. It's a basic need which is expected by patient while booking the doctor. Mfine does it better by showing the languages.,Rated 1 stars out of five stars
1449,Had root canal of two grinder teeth done ... What an amazing job done by dr and his team. No pain or problems whatsoever. Everything explained in detail. Back to happily chewing my and also my gum treatment help me to make my other teeth strong white.. this app makes my work very easy easy appointment and no extra fees thanks for creating this app,Rated 5 stars out of five stars
1450,"Very bad experience, 03 times order the medicine, every time customer care call and told me, our courier partner not responding, and cancelled the order. Wrost company in medicine sector.finally uninstall the app, and switch to 1mg Tata app. It's very good app. And all user must switch to another app, and boycott the pracato.",Rated 1 stars out of five stars
1451,"I downloaded this app after seeing a medicine in its website but after creating account it is not showing the medicine .and also subscription price is too much as compared to other apps . Worst app, never ever go for this app choose some other ones",Rated 1 stars out of five stars
1452,"Easy to book appointments which is centralized through this app. This App helps find doctors in the vicinity quickly, reviews help for quick decisions. Without this app, tracking appointments would be a task for sure",Rated 4 stars out of five stars
1453,I thought practo is a good app to consult doctors in covid 19 pandemic situation.So I just started the app and and I payed but the problem is we can't doctor we want they give us a doctor they have but doctor list is not correct I booked for an endocrinology but diabetoligist came.I don't know why this is very bad app to consult .if they add option to select a doctor we need there must be no problem.This app had many things to improve...😌,Rated 1 stars out of five stars
1454,"Make sure you download the app at your risk, it shares your personal info with third party without your consent which eventually spams you. When connected with customer support, it fails to acknowledge their wrongdoing. Disappointed, sheer breach of trust.",Rated 1 stars out of five stars
1455,never went past launch screen. updated review: it worked post reinstall. would have given 5 but gave 4stars bcoz right after installing app i am bugged by constant notification and ads about practo.,Rated 4 stars out of five stars
1456,I had a terrible experience with practo. The concerned professional didn't even look interested on talking or trying to understand the problems what so ever. I recommend you don't waste your time and money over here.,Rated 1 stars out of five stars
1457,Great App. I used it for my ear related issue. The ENT specialist that I was connected to explained the issue to me in detail and prescribed the medication. The app provides chat facility which is useful post the call to ask any pending queries,Rated 5 stars out of five stars
1458,One feedback.... I booked online consultation and paid for it. After few minutes I got message that your consultation has been cancelled. But I didn't get any notification about refund. I am not sure whether I will receive my refund or not. Atleast practo should send message/notification about refund for mental peace. Very unprofessional,Rated 3 stars out of five stars
1459,"very poor customer service, i booked appointment and the said discount with health cash did not apply and it charges me full charge, i then asked customer service to give back the diacount money, they are like cancel the appointment we cant help you , i cancelled the appointment and asked the clinic to book rather than this stupid app",Rated 1 stars out of five stars
1460,My only issue is that the filters must allow us to filter between allopathic and ayush doctors. Most of us don't want to see an ayush doctor. But when I search for doctors to shows me a majority of ayush doctors. That's very irritating.,Rated 2 stars out of five stars
1461,Pathetic paid online consultation. An useful app to know the doctors around you but not good for any kind of paid service. I tried paid service twice 1) wrong consulation. Doctor came to conclusions without proper diagnosis/questions 2) doctor diagnosed the issue and recommended a follow-up after 5 days. Practo closed the consultantion after 3 days and didn't let me do the follow-up.,Rated 1 stars out of five stars
1462,"Pathentic experience while using the app, no support is there for chat you are asked to wait 30-60 and some cases 90 minutes. Why would someone waste their time over this? I want my refund and I will take it from you guys for that I won't wait for someone for about 90 minutes.",Rated 1 stars out of five stars
1463,Here there is no meaning in seeing the doctor reviews. we cannot trust about doctors review app is totally misguiding patients..they are highlighting only positive feedbacks Difficult to get negative feedbacks. I gave my feedback and most of statements in feedbacks are filtered out ..,Rated 1 stars out of five stars
1464,From Delhi. Personally had a bad experience. I would still suggest to seek a service that respects the time slots and has a better customer care service. Tests are never done on time as I booked it on multiple times but same time delay everytime.,Rated 1 stars out of five stars
1465,will never use this app...there are so many app that provide much better service than this one....they charged for all the medicine ...n i didn't received as per my order...their service is very poor..i have tried many times to contact their customer service but couldn't...,Rated 1 stars out of five stars
1466,"Excellent all around experience! Excellent all around experience! This is the first time my friend has used Practo. Mr. Ehtesham Shaikh Phlebo, was absolutely amazing. He was taken sample from him. Practo is a great option trying to make an appointment early while today during heavy rain at suburban city of Mumbai. I highly recommend this service. Convenient, customer focused, and cost effective. extremely pleasant and helpful teams. Thank you Practo!!",Rated 5 stars out of five stars
1467,"Giving partiallity.I wrote a review on Practo about the issue with doctor. The issue was hidden and other comments were shown, which indicates partiality and supporting only doctors. We cannot rely on the feedback on the practo as you are not showcasing the correct feedback.",Rated 1 stars out of five stars
1468,happy to find doctors online at a click. Just found it a little difficult to find the search option in the 1st use. rest of the experience was good!,Rated 4 stars out of five stars
1469,"Not the doctor which was shown in the recommended list for CORONA, the doctor was psychiatrist. I wanted to consult the doctors which were shown in the available list. Return my money. I Wil give feedback on every platform.",Rated 1 stars out of five stars
1470,"This is fraud, this app was not at all helpful. They connect to the doctors who are unavailable. Also the doctors aren't experienced. Very much dissapointed.",Rated 1 stars out of five stars
1471,Stupid app. I consulted a doctor who didn't had a video call. He talked over phone and didn't even listen to me properly. He was just brushing off whatever I was telling him. Don't consult through this app. Get a direct appointment from the doctor itself,Rated 1 stars out of five stars
1472,Practo never connects to an agent. They simply trigger an automatic phone call altering the quantity ordered without any reason. Person who verifies the prescription doesn't know how to multiply two numbers.,Rated 1 stars out of five stars
1473,Your app has seriously gone from bad to worse... in between consultation your app crashed and now neither I can see the consultation and neither its loading..you customer service personal asks me about when I had installed the app and has no clue of troubleshooting the same,Rated 1 stars out of five stars
1474,The customer service is extremely poor. The app is more friendly for doctors and not at all friendly for patients. 😟😟,Rated 1 stars out of five stars
1475,"One of the worst experiences ever, the doctors never respond, when they do since it is a tele consultation they can't/won't prescribe medication what is the use of this app and what an absolute horrible experience!",Rated 1 stars out of five stars
1476,Two days before i was very sad due to some infection but i saw this app amd installed it. Talked to doctor. Who was very nice She prescribed some med. I started to take it. Omg i am recovering very fast. It worked amzingly. Its very helpful app. And worthy.,Rated 5 stars out of five stars
1477,They take too long to deliver the product. Their delivery service is very inconvenient... Its ridiculous... After a week they told you that product is out of stock..,Rated 1 stars out of five stars
1478,I suggest everyone to use this app during this time specially when doctors are not being available. You can just quickly consult doctors in just few clicks and start your medications. Thank you Practo!,Rated 5 stars out of five stars
1479,Worst experience terrible app. I had to book an an appointment at clinic. The call through practo was redirected to wrong clinic and all the details in appointment regarding the clinic and doctor is improper. Hell with this app,Rated 1 stars out of five stars
1480,easy to use and fast interface in finding doctors and booking appointments. 5 stars all the way!,Rated 5 stars out of five stars
1481,"Fraud Alert!!! Just spoke to Dr Monalisa Debberman ENT over phone for ear drum related issue, she hardly sounded like she is doctor and she didn't have any idea what was she speaking..I've got my money back right after she disconnected was the only good thing..what do I say about her just felt I'm being conned..have been checking practo for Dr related info ever since they existed but never ever had thought this will happen to me if took an online consultation appointment through practo app..",Rated 1 stars out of five stars
1482,"Do not rely on doctor appointment confirmation in the app and get fooled. Just take the clinic number from Google and call. Do not make payment in the app or take any services as your money will get blocked in the app and u have to take services/tests to exhaust it. Booked an appointment on app and the doctor wasn't available whn I reached the hosp (Appointment confirmation msg is also automated). Also, you will get a call from practo saying they cald frm hosp but doc won't be available.",Rated 1 stars out of five stars
1483,"Good to book appointment and waiting time is less.. However when an appointment is rescheduled, it is getting cancelled instead of rescheduling to the new time. Then we need to book a new appointment again. This need to be fixed",Rated 4 stars out of five stars
1484,"Just a time consuming application which just provide false and incomplete information, guys if you have a lot of free time then use this app and even after giving them your more than enough time, there is no guarantee that your work will get done.",Rated 1 stars out of five stars
1485,Very bad experience withpracto. No proper customer care and fully automated calls. Why you accept payment if you can't deliver or if prescription is not valid. I need my refund immediately.,Rated 1 stars out of five stars
1486,All Dr's are knowledgeable and are well versed in their field. The only draw back in this app is that you don't get the desired Dr to consult ...instead you will get the Dr which are available at that moment...other than this its a really useful app for those who dont have time in visiting Dr's clinic..😊,Rated 4 stars out of five stars
1487,"App is nice, but the doctors that are takimg appointment from the app are not properly informed. Once i booked the appointment from the app but the doctor was not available at the clinic. Please improve the alert system for doctors regarding appointment.",Rated 4 stars out of five stars
1488,My experience is super worst with the practo app. Doctors are so not helpful going beyond the duty to call on personal number and continusly asking us to reach out to practo to solve issues. Your app is also so not worthy. I demand entire refund of money.,Rated 1 stars out of five stars
1489,All o can say is these guys are frauds. The appointment is booked and no one turns up. There is no way to contact anyone it's not about the amount however the time and value for the efforts. Absolute waste of money.,Rated 1 stars out of five stars
1490,Horrible Service..I have a practo plus account but service s disgusting. Customer cares are not well trained. They don't have proper information. Delivery s not on time. You will have to struggle to get your delivery. Coupons are fake as you don't have an option to upload prescription before placing the order. Overall very bad experience. I vl not suggest to use practo. This is my personal experience.,Rated 1 stars out of five stars
1491,The appointment is booked first and then it was mentioned that it's mandetory to install this app or else we can't have the video consultation. And this app is not even getting downloaded . I have been trying since half an hour.,Rated 1 stars out of five stars
1492,Beautiful application with elegant UI Design. I found this app very useful. Placed Order for a few medicines and recieved in just two days. Same medicine costs me +100 from local Shop. Recommended application. :-),Rated 5 stars out of five stars
1493,Terrible experience and very soon I am gonna file a case as they are totally unprofessional who can't fulfill their commitments for the patients that they do. I would request whoso ever uses the app not to use it.,Rated 1 stars out of five stars
1494,"It's a very bad app, it shows doctors are available 24×7 but it's not. Even when i tried to appoint and paid the money, it showed no doctors are available and they are not refunding my money , after i mailed though.",Rated 1 stars out of five stars
1495,This time its more worst then earlier. Given the payment of 600 online and till last 48 hours no one acknowledge and responded. Kindly refund my amount and would like to say every one not to use such application rather meet the doctor in any of the hospital with prior appointments. Worst experience. Want to give zero but unfortunately no option.,Rated 1 stars out of five stars
1496,"After verifying the phone number and making the payment for consultation, I should have a choice to select the doctor for online consultation but instead the app assigned a doctor after searching. As a user I fell I should have the choice to select the doctor based on their profile listed on App.",Rated 1 stars out of five stars
1497,"Asks for a lot of personal information, to the extent of being creepy. Difficult to search doctors, unfriendly user interface",Rated 1 stars out of five stars
1498,"I came across to practo through web. Logged in on Practo and paid for an appointment but they again directed me to the payment page and not givjng me the appointment. I tried to contact them through help option on the app, but these guys are not even giving a reply after taking my money.",Rated 1 stars out of five stars
1499,App was perfectly all right... But the thing is doctors are not available online for patients all the time.... If its an emergency then they wont be available ....its a backlog for the app,Rated 2 stars out of five stars
1500,Bad experience.... cheating money....I had 200 fee for dietitian... And she give me a simple plan .. which I can download from anywhere on free of cost... Money waste... No other advice or other things provide me.... doctor do not even respond and not good behaviour.... Bad bad very bad app... Only money waste... cheating money,Rated 1 stars out of five stars
1501,"I have some issue with consultation with doctor. That is 3 days of chat support is over with one of the doctors , then I have to contact same doctor. But there is no such support. Please improve your App. If I try to contact same doctor for further consultation. I have to go for other doctor option only. That is not meaningful as new Dr has to start with beginning. So how to say the useful online consultation. Not every illness can last for only 3 days. We need more time for follow ups then?",Rated 4 stars out of five stars
1502,"Hello Team, I am unable to see the marsh plan on my account. Also no support is available on phone. In the era of communication, phone support is not available. Astonished! Thanks Amit",Rated 2 stars out of five stars
1503,"App selects doctor. Not you. I noticed thus recently. This app automatically selects doctors after payment. We cant choose a doctor. This is ridiculous. Earlier we used to select, but not now.",Rated 1 stars out of five stars
1504,"They don't even deserve a single star do consider that as a minus one star, There doctors refuse to respond and end consultation after making you wait for 30 minutes. When you try reaching out for help a dumb bot responds to you with no solution. And on top of everything despite doctor's cancellation I have to pay again to get services amazing guys are",Rated 1 stars out of five stars
1505,"The app is of great assistance in booking appointments with doctors hassle free. No dependency to research and find on own about the best of people available, as the app have all the information required to guide you through.",Rated 5 stars out of five stars
1506,"They don't honor time for the lab results, it can get delayed indefinitely and support team give automated replies which doesn't help or change the situation. In summary you would not like the experience.",Rated 1 stars out of five stars
1507,"They should add vets also like others but there are very less vets on platform and for consultation you only get human's symptoms. Being a health oriented app it should give equal prefernces to the vets but there are only 3 vets available and I consulted one of them she wasnt listening and prescribed medicines which were not available anywhere neither online nor offline but she kept telling me to check on general chemists. Please improve that, people need vets online much more than other doctors",Rated 3 stars out of five stars
1508,"Extremely bad experience, opted for paid online consultation for toothache,but after wasting almost 50 mins and connecting to 2 different doctors,none of them replied further even to understand the problem. Pathetic service and not recommended to anyone.",Rated 1 stars out of five stars
1509,The recommendations are not very good. The also redact a good portion of reviews saying it's not relevant. Maybe let the readers decide that? I am quite a prolific and honest reviewer of most apps and services but it's not good to see your reviews edited unnecessarily to fit their own agenda. Now I seldom leave or follow reviews on practo.,Rated 2 stars out of five stars
1510,booking appointments is fine but when it comes to providing feedback it seems they only accept good feedback if something went wrong and you need to provide feedback then you get a msg saying your feedback is not upto guidelines even if you have not used any bad words,Rated 2 stars out of five stars
1511,"Good app for home delivery of medicines, simple hassle free prompt fast action got medicine in less than 24 hrs.after placing order but only thing lacking is the non availability of Ayurvedic medicine. I wanted to order some items from Dabur Baidyanath & Jagat pharma but could not find these items this is disappointment for people like me who believe in Ayurvedic medicine & therapy because of them being non toxic free from side effects & body friendly. Thanks, keep up the good work.",Rated 5 stars out of five stars
1512,"This is really reducules for ordering medicine, the deliveey agent ia not in control with practo.. and they are mis usinh the contact detail like mobile number and addrss.. they are calling me after 10-11 PM witjout any reason.. I really recommend other apps which are mlre safe and useful than practo, on safety concern.",Rated 1 stars out of five stars
